lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code,Unnamed: 0,purchases,time_spent,n_visits
104,1.0,2024-01-02,signup,1,True,IROQPSWYUC,0.008265132485211895,0.3837629823732397,0.07692044291358169,0.6562205064212865
107,1.0,2024-01-17,signup,2,True,YHGCDBUZOO,0.008508224617129892,1.0,0.5695791436043018,0.5624747197896741
109,0.0,2024-01-23,signup,2,True,TUKZRKNGZC,0.008670286038408557,0.2716118257471572,0.362785074026474,0.0
110,0.0,2024-01-01,signup,4,True,NWTUJSIWDD,0.00875131674904789,0.6080652956254047,0.7026395712495579,0.1406186799474185
112,1.0,2024-01-18,signup,4,True,BPQXMGSSGK,0.008913378170326555,0.2716118257471572,0.6564622388775478,0.281237359894837
116,1.0,2024-01-28,signup,3,False,ANVCOQDWPG,0.009237501012883884,0.3837629823732397,0.539155043596943,1.0
126,1.0,2024-01-12,signup,3,True,NBUXBYCSKE,0.010047808119277206,0.3837629823732397,0.3319514267954622,0.8437120796845111
130,0.0,2024-01-04,signup,5,True,FBOBLIOYHV,0.010371930961834535,0.4959141389993222,0.7826939604789338,0.1874915732632247
133,0.0,2024-01-12,signup,5,True,TLHITDPRSA,0.010615023093752533,0.7202164522514871,0.32631660997143186,0.23436446657903082
141,0.0,2024-01-01,signup,7,False,JMFONJZUPE,0.011263268778867191,0.6080652956254047,0.04862787218576736,0.3281102532106432
142,0.0,2024-01-17,signup,9,False,KNDCQISUNM,0.011344299489506523,0.3837629823732397,0.7846989429595825,0.3281102532106432
146,1.0,2024-01-25,signup,9,False,UKEAVDRBIM,0.011668422332063852,0.8323676088775697,0.5211776310544232,0.9374578663161235
148,0.0,2024-01-13,signup,2,True,VIQNDTATLY,0.011830483753342516,0.2716118257471572,0.7793431087655693,0.23436446657903082
152,0.0,2024-01-29,signup,2,False,PKMEXRHJWN,0.012154606595899847,0.7202164522514871,0.5393259609449208,0.04687289331580617
160,0.0,2024-01-23,signup,7,False,PJACVAGSNN,0.012802852281014505,0.8323676088775697,1.0,0.04687289331580617
167,0.0,2024-01-18,signup,1,False,MNCSDIPRDF,0.01337006725548983,0.6080652956254047,0.35252248437259803,0.1406186799474185
169,1.0,2024-01-20,signup,6,False,CNNNKVXVBZ,0.013532128676768495,0.3837629823732397,0.5072662226243541,0.6093476131054802
183,1.0,2024-01-06,signup,5,True,LUBQTNWDCM,0.014666558625719148,0.6080652956254047,0.9574296111600704,0.5156018264738679
185,1.0,2024-01-02,signup,9,False,AACEDUWABX,0.014828620046997813,0.4959141389993222,0.7128252291575317,1.0
186,1.0,2024-01-12,signup,9,False,QGGDGUBOFX,0.014909650757637144,0.2716118257471572,0.7582014112641318,1.0
188,1.0,2024-01-04,signup,9,True,ETCMPIAOPD,0.015071712178915809,0.047309512494992156,0.1346613686721989,1.0
189,0.0,2024-01-23,signup,5,True,VOOTYELWHE,0.015152742889555142,0.6080652956254047,0.5886582182034039,0.1874915732632247
190,0.0,2024-01-13,signup,5,False,CXUUCQWNNU,0.015233773600194473,0.2716118257471572,0.361090711116256,0.0
191,1.0,2024-01-17,signup,2,False,CTTBPSFQGY,0.015314804310833806,0.7202164522514871,0.6709729519375469,0.796839186368705
194,0.0,2024-01-09,signup,4,False,OWBEEKDLKJ,0.015557896442751804,0.6080652956254047,0.33850020277952675,0.3749831465264494
197,1.0,2024-01-01,signup,2,True,VDNVRNQBWI,0.0158009885746698,0.2716118257471572,0.8743374632179388,0.5624747197896741
200,1.0,2024-01-05,signup,5,True,JBIJNXCLSV,0.016044080706587794,0.15946066912107465,0.5162440027448354,0.4687289331580617
204,1.0,2024-01-20,signup,2,False,DIEBKIQXIE,0.016368203549145123,0.3837629823732397,0.23605396790411248,0.5624747197896741
211,1.0,2024-01-29,signup,7,False,PLTYLCEFBO,0.01693541852362045,0.3837629823732397,0.5383051879519298,0.5624747197896741
212,1.0,2024-01-18,signup,8,False,UXHKQSMYVV,0.01701644923425978,0.4959141389993222,0.809536827700545,0.7030933997370926
213,0.0,2024-01-27,signup,1,True,ZOYWTXPOZY,0.017097479944899116,0.047309512494992156,0.42347150436389436,0.04687289331580617
214,1.0,2024-01-20,signup,5,True,JNWPKXCSSO,0.017178510655538447,0.4959141389993222,0.3937256970061216,0.6562205064212865
215,0.0,2024-01-04,signup,8,False,VUZLWIFHQJ,0.01725954136617778,0.9445187655036522,0.2834508797064488,0.23436446657903082
221,1.0,2024-01-14,signup,6,False,MKSYUTUPJP,0.017745725630013774,0.3837629823732397,0.7037826738566166,0.5156018264738679
227,0.0,2024-01-27,signup,2,False,FJPJFRMSBU,0.018231909893849766,0.3837629823732397,0.43758380044743506,0.1874915732632247
230,1.0,2024-01-22,signup,9,False,EQOMPRQEWY,0.018475002025767764,0.4959141389993222,0.4646652414966228,0.3281102532106432
234,0.0,2024-01-06,signup,6,False,WDCBAOBGWP,0.018799124868325093,0.4959141389993222,0.4828665398565857,0.23436446657903082
235,1.0,2024-01-26,signup,5,True,YLJXFOVMVA,0.018880155578964428,0.7202164522514871,0.46186046376844647,0.5156018264738679
240,1.0,2024-01-04,signup,7,False,ZYKTZXDHHZ,0.019285309132161088,0.4959141389993222,0.6027528906689019,0.42185603984225556
246,0.0,2024-01-27,signup,7,True,None,0.01977149339599708,0.3837629823732397,0.8446445204026434,0.0
250,0.0,2024-01-18,signup,6,False,FVIKAFWSNY,0.02009561623855441,0.6080652956254047,0.38036920910283634,0.0
252,1.0,2024-01-19,signup,2,False,KOCYNCMCMV,0.020257677659833075,1.0,0.5841260558797803,0.5624747197896741
253,0.0,2024-01-22,signup,9,True,BDQKEYUSMI,0.020338708370472407,0.7202164522514871,0.329012925899447,0.04687289331580617
256,1.0,2024-01-09,signup,8,True,FSXSWSYZUJ,0.020581800502390404,0.4959141389993222,0.470732050261947,0.3749831465264494
259,0.0,2024-01-22,signup,9,True,KSFIGBQODL,0.020824892634308402,0.15946066912107465,0.45331614578122803,0.23436446657903082
267,1.0,2024-01-16,signup,4,False,LYBCDYVCHQ,0.02147313831942306,0.4959141389993222,0.9140615453778094,0.8437120796845111
268,0.0,2024-01-02,signup,8,False,ICDPTWVENR,0.02155416903006239,0.0,0.5355774260485049,0.09374578663161233
270,1.0,2024-01-20,signup,3,True,GOGGTKNAMI,0.021716230451341058,0.3837629823732397,0.46305371358040626,0.5156018264738679
272,1.0,2024-01-03,signup,8,False,MPHAMNJDFG,0.02187829187261972,0.3837629823732397,0.3533006905959235,0.1874915732632247
275,1.0,2024-01-23,signup,5,True,RWQKNZRIVB,0.02212138400453772,0.7202164522514871,0.5046537926786518,0.5156018264738679
276,1.0,2024-01-02,signup,6,True,RGEDZASBRA,0.02220241471517705,0.15946066912107465,0.13459993668293269,0.6562205064212865
279,1.0,2024-01-25,signup,8,True,ZDCQVADSDR,0.022445506847095047,0.4959141389993222,0.4444756985688847,0.5156018264738679
281,0.0,2024-01-05,signup,8,False,XVACGPNCAJ,0.022607568268373714,0.4959141389993222,0.23098100183468429,0.1406186799474185
286,0.0,2024-01-30,signup,1,False,VEYIFYUIOP,0.023012721821570374,0.2716118257471572,0.3412205692452872,0.09374578663161233
293,0.0,2024-01-18,signup,5,False,BWKSTABDJH,0.0235799367960457,0.6080652956254047,0.2502177017437335,0.09374578663161233
301,1.0,2024-01-12,signup,6,False,HWDYYSGJZR,0.02422818248116036,0.7202164522514871,0.5727995212486849,1.0
306,1.0,2024-01-12,signup,9,True,POZJYBRZVJ,0.02463333603435702,0.7202164522514871,0.4506316629497009,0.3281102532106432
314,1.0,2024-01-30,signup,3,False,PVTMUCPXBM,0.025281581719471678,0.3837629823732397,0.027803254581857395,0.7030933997370926
316,0.0,2024-01-11,signup,4,True,DNZYBFEQQX,0.025443643140750344,0.7202164522514871,0.8780447684858226,0.0
320,1.0,2024-01-30,signup,9,False,EPJEEVITQL,0.025767765983307673,0.8323676088775697,0.6225623455819078,0.281237359894837
321,1.0,2024-01-19,signup,2,False,PXLHFETYFZ,0.025848796693947004,0.2716118257471572,0.7003668194991723,0.3749831465264494
326,1.0,2024-01-05,signup,4,True,YJUWGABPSV,0.026253950247143665,0.4959141389993222,0.8605000698954539,0.6093476131054802
327,1.0,2024-01-25,signup,4,True,KWPRBKALJZ,0.026334980957783,0.4959141389993222,0.5714896743483644,1.0
338,0.0,2024-01-21,signup,5,True,LXGGISTXEU,0.027226318774815652,0.4959141389993222,0.3316132949737258,0.3749831465264494
345,1.0,2024-01-15,signup,8,False,ZNTKHUJZBI,0.02779353374929098,0.3837629823732397,0.7099041885511719,0.23436446657903082
347,0.0,2024-01-19,signup,9,True,GUHJUXCUAI,0.027955595170569645,0.4959141389993222,0.0,0.4687289331580617
349,1.0,2024-01-05,signup,2,True,RUQHWTWNTS,0.028117656591848308,0.4959141389993222,0.42567273277756446,0.3749831465264494
352,1.0,2024-01-13,signup,5,True,PYXIFNVILN,0.028360748723766305,0.7202164522514871,0.34698053461034917,1.0
353,0.0,2024-01-18,signup,1,True,IXRSKBZDGM,0.028441779434405637,0.3837629823732397,0.37724795952874945,0.0
360,0.0,2024-01-30,signup,1,True,PJRQVNYWKR,0.029008994408880964,0.2716118257471572,0.6754166149060801,0.0
362,0.0,2024-01-09,signup,2,False,CUOGTVGVLJ,0.02917105583015963,0.15946066912107465,0.5827441514242166,0.04687289331580617
367,1.0,2024-01-10,signup,2,False,JELRVEIWTP,0.02957620938335629,0.15946066912107465,0.679645948923401,0.3749831465264494
370,0.0,2024-01-30,signup,3,False,AJTXKCIAPG,0.029819301515274288,0.6080652956254047,0.8120330030462917,0.0
373,1.0,2024-01-21,signup,9,False,GRDBMUTEGG,0.030062393647192286,0.4959141389993222,0.42711841409907025,0.6562205064212865
374,0.0,2024-01-13,signup,4,False,ZYBUMTNCVY,0.030143424357831617,0.3837629823732397,0.6499752207432272,0.0
382,1.0,2024-01-13,signup,9,False,QIRLGHFEYT,0.030791670042946275,0.7202164522514871,0.9244703985292011,0.6093476131054802
385,1.0,2024-01-05,signup,7,True,NEDLCGZVFP,0.031034762174864273,0.2716118257471572,0.1342584137034093,0.5624747197896741
388,1.0,2024-01-28,signup,2,True,JZUSHCNZAY,0.031277854306782274,0.047309512494992156,0.12179987896763711,0.3749831465264494
391,0.0,2024-01-26,signup,8,True,YGLLRNOUHW,0.03152094643870027,0.2716118257471572,0.9771635854668799,0.0
400,0.0,2024-01-20,signup,5,False,USEDQJJTXO,0.03225022283445426,1.0,0.6676531576661944,0.0
401,1.0,2024-01-23,signup,8,False,MHSUUXYIIR,0.03233125354509359,0.15946066912107465,0.14820045768599366,0.3281102532106432
404,0.0,2024-01-09,signup,6,True,IGCIXTLQSM,0.03257434567701159,0.2716118257471572,0.5114508303560781,0.1406186799474185
406,0.0,2024-01-19,signup,8,False,DQBBZCLEKF,0.03273640709829025,0.3837629823732397,0.139849473051183,0.0
419,1.0,2024-01-27,signup,8,True,AOOQECTXNK,0.03378980633660157,0.2716118257471572,0.8257522492929237,0.23436446657903082
423,0.0,2024-01-06,signup,3,False,EPMDFKOEUJ,0.034113929179158904,0.4959141389993222,0.409856651996797,0.1874915732632247
426,0.0,2024-01-21,signup,7,True,YFROGHEYSX,0.0343570213110769,0.7202164522514871,0.6996370631820596,0.3281102532106432
427,1.0,2024-01-01,signup,6,True,LGZDTMNLJY,0.03443805202171623,0.2716118257471572,0.35899604857477385,0.3281102532106432
430,0.0,2024-01-28,signup,7,False,SNDYIUCQAE,0.03468114415363423,0.15946066912107465,0.6728545778536539,0.09374578663161233
432,1.0,2024-01-20,signup,4,False,JHAOJJIWCW,0.0348432055749129,0.8323676088775697,0.8224968439172029,0.6093476131054802
436,0.0,2024-01-05,signup,5,True,QDOAFZIIST,0.03516732841747022,0.3837629823732397,0.20416513851007778,0.04687289331580617
438,1.0,2024-01-15,signup,8,True,ADKNQXITXD,0.035329389838748886,0.4959141389993222,0.6434868344336033,1.0
445,1.0,2024-01-08,signup,1,False,COQGIQDKJZ,0.035896604813224216,1.0,0.43176302823447443,0.6562205064212865
449,0.0,2024-01-29,signup,3,True,XESIROZJQI,0.03622072765578154,0.3837629823732397,0.4382355645115621,0.1874915732632247
451,1.0,2024-01-11,signup,2,False,QNQSVXSEUL,0.03638278907706021,0.2716118257471572,0.6795423957844497,1.0
452,0.0,2024-01-13,signup,1,False,PABKNFJTAM,0.03646381978769954,0.2716118257471572,0.0,0.23436446657903082
459,0.0,2024-01-19,signup,1,False,KJJLWOBSQO,0.03703103476217487,0.2716118257471572,0.0358558088971801,0.7030933997370926
463,1.0,2024-01-31,signup,1,True,AEMOQPZTTB,0.037355157604732195,0.2716118257471572,0.7930624905374439,0.9843307596319296
501,1.0,2024-01-06,signup,3,False,UTIMHHOHJP,0.04043432460902682,0.2716118257471572,0.5585038660818178,0.7030933997370926
505,0.0,2024-01-10,signup,7,True,YDSYXTXNUN,0.040758447451584155,0.4959141389993222,0.38612852016641863,0.1874915732632247
512,1.0,2024-01-20,signup,5,False,MAHSOLTKEW,0.04132566242605948,0.2716118257471572,0.5116479328993484,0.6562205064212865
519,0.0,2024-01-24,signup,5,True,MFELPVBLUU,0.0418928774005348,0.3837629823732397,0.5801336025999988,0.04687289331580617
523,1.0,2024-01-25,signup,4,False,IKLMFEYYHN,0.042217000243092134,0.4959141389993222,0.5655462582961253,0.7030933997370926
525,0.0,2024-01-10,signup,1,False,XYECIRVNCY,0.0423790616643708,0.7202164522514871,0.2430162236582829,0.42185603984225556
526,0.0,2024-01-17,signup,6,True,PVDXFBWPGM,0.04246009237501013,0.4959141389993222,0.06364230881049249,0.04687289331580617
527,0.0,2024-01-29,signup,5,True,RVMSZZDPNQ,0.04254112308564946,0.6080652956254047,0.0,0.09374578663161233
528,0.0,2024-01-08,signup,8,False,SACGVDYWXR,0.042622153796288795,0.4959141389993222,0.4131218987911298,0.3749831465264494
530,1.0,2024-01-01,signup,3,False,DZHTRLDBIX,0.04278421521756746,0.7202164522514871,0.2186883290538355,0.796839186368705
533,1.0,2024-01-07,signup,6,False,XOLXNLHBCZ,0.043027307349485455,0.15946066912107465,0.388823799162358,0.8905849730003174
534,1.0,2024-01-24,signup,6,True,IEXGHXCYGL,0.04310833806012479,0.7202164522514871,0.31490302891342514,0.281237359894837
537,0.0,2024-01-12,signup,2,False,PSOJFGSNNP,0.04335143019204279,0.6080652956254047,0.11946834268662387,0.3281102532106432
539,0.0,2024-01-26,signup,2,False,SYJUCSTRZE,0.04351349161332145,0.7202164522514871,0.5489215827670417,0.281237359894837
557,0.0,2024-01-08,signup,6,False,LVJQWQXXLU,0.04497204440482943,1.0,0.30551313458765694,0.04687289331580617
558,1.0,2024-01-10,signup,6,False,NHTYEOTPZH,0.045053075115468764,0.3837629823732397,0.5121103300618657,0.23436446657903082
566,0.0,2024-01-30,signup,7,False,NAOXGOYWZF,0.04570132080058342,0.4959141389993222,0.5209401523947741,0.0
575,1.0,2024-01-09,signup,4,True,REYBGTVOKY,0.046430597196337416,0.4959141389993222,0.23154810487603328,0.9374578663161235
576,0.0,2024-01-10,signup,5,False,NJEBHCDREE,0.046511627906976744,0.6080652956254047,0.4748452414750761,0.3281102532106432
580,0.0,2024-01-08,signup,3,True,YKEOETLNNG,0.046835750749534076,0.9445187655036522,0.09584529918814733,0.04687289331580617
582,0.0,2024-01-14,signup,8,True,ETCAJJRHIP,0.04699781217081274,0.4959141389993222,0.6594695588975119,0.1406186799474185
592,0.0,2024-01-26,signup,2,False,CNKVNFRBSZ,0.04780811927720606,0.3837629823732397,0.334861383455638,0.281237359894837
593,0.0,2024-01-12,signup,6,False,FCNTCDPNMW,0.047889149987845395,0.4959141389993222,0.3141640191432975,0.3749831465264494
598,0.0,2024-01-01,signup,3,True,UFFRUFQLMG,0.048294303541042055,0.3837629823732397,0.7745006119024427,0.0
599,0.0,2024-01-20,signup,8,True,LPGTEFYWJL,0.04837533425168139,0.047309512494992156,0.2060252338345725,0.04687289331580617
602,0.0,2024-01-03,signup,1,False,EHMMMGVKOA,0.04861842638359939,0.8323676088775697,0.8084051032247839,0.04687289331580617
605,0.0,2024-01-25,signup,6,False,DWYVEJRRSW,0.048861518515517385,0.3837629823732397,0.0,0.281237359894837
611,1.0,2024-01-02,signup,6,True,FFUBCHUAGP,0.049347702779353374,0.3837629823732397,0.008390288596797468,0.6093476131054802
614,1.0,2024-01-14,signup,6,True,JYFIJESLYA,0.04959079491127137,0.15946066912107465,0.3791801657512517,0.7030933997370926
616,0.0,2024-01-08,signup,5,False,ZCNHYQKMGM,0.04975285633255004,0.2716118257471572,0.722871075791887,0.0
619,1.0,2024-01-29,signup,2,False,RGKHMWRUXA,0.04999594846446804,0.9445187655036522,0.5228201471299707,0.796839186368705
624,1.0,2024-01-11,signup,5,True,UGHFDHTXRD,0.0504011020176647,0.6080652956254047,0.5020447722652319,0.6562205064212865
625,0.0,2024-01-17,signup,6,True,RJISFSBNJB,0.05048213272830403,0.6080652956254047,0.6363758369043837,0.04687289331580617
627,1.0,2024-01-10,signup,6,False,RNPBRFDQDX,0.0506441941495827,0.047309512494992156,0.5375893712197692,0.1874915732632247
632,1.0,2024-01-02,signup,5,True,QYTZJRDRIM,0.05104934770277936,0.6080652956254047,0.2014662642329612,0.6093476131054802
640,0.0,2024-01-12,signup,6,False,BIHFEVBUIM,0.051697593387894016,0.2716118257471572,0.7085850670760667,0.04687289331580617
642,0.0,2024-01-06,signup,8,True,SSKURYLYZP,0.05185965480917268,0.4959141389993222,0.04841888554260043,0.04687289331580617
643,0.0,2024-01-24,signup,7,True,GIBIFRRMAT,0.05194068551981201,0.6080652956254047,0.42801944654629764,0.0
654,0.0,2024-01-07,signup,3,False,NJXMZWWFIW,0.05283202333684467,0.4959141389993222,0.48764717711361527,0.1406186799474185
658,1.0,2024-01-15,signup,3,True,GVIKENFAAJ,0.053156146179401995,0.6080652956254047,0.7216141140865768,0.796839186368705
671,1.0,2024-01-28,signup,9,False,VNWHTKCVXP,0.05420954541771331,0.3837629823732397,0.35665080454854214,0.5624747197896741
690,0.0,2024-01-16,signup,9,True,SQNBXJNFSJ,0.05574912891986063,0.4959141389993222,0.7197377608308102,0.04687289331580617
698,0.0,2024-01-03,signup,9,False,HMNFUOVOWZ,0.056397374604975285,0.2716118257471572,0.6348771482848101,0.6562205064212865
704,0.0,2024-01-27,signup,8,True,FMGLODWJAI,0.05688355886881128,0.4959141389993222,0.71705018587924,0.04687289331580617
706,0.0,2024-01-28,signup,3,True,CEDWZBKFLE,0.05704562029008994,0.15946066912107465,0.23234374089535237,0.0
708,0.0,2024-01-06,signup,3,True,HINGPSFRDB,0.05720768171136861,1.0,0.3647814887121932,0.23436446657903082
710,1.0,2024-01-14,signup,5,True,MTPFPWDOPG,0.057369743132647276,0.7202164522514871,0.5185459623430724,0.6562205064212865
715,1.0,2024-01-29,signup,2,False,PUHGEATEQG,0.057774896685843936,0.7202164522514871,0.39436204729382895,0.3749831465264494
718,0.0,2024-01-17,signup,1,True,XGFYZZUXJR,0.058017988817761934,0.3837629823732397,0.8699018066395943,0.1406186799474185
720,1.0,2024-01-19,signup,1,False,HZFVXJXGEL,0.0581800502390406,0.2716118257471572,0.5340035449336611,0.7030933997370926
723,1.0,2024-01-12,signup,8,False,BBSEAEVOWC,0.058423142370958595,0.4959141389993222,0.0,0.6562205064212865
737,1.0,2024-01-03,signup,9,False,GHNCYYMMTP,0.05955757231990925,0.4959141389993222,0.5965355946457933,0.3749831465264494
740,0.0,2024-01-26,signup,9,True,WWXKLNYLDU,0.059800664451827246,0.4959141389993222,0.6302979029252489,0.1406186799474185
741,0.0,2024-01-18,signup,4,True,DIZVUCIXFY,0.059881695162466574,0.9445187655036522,0.5138015472873607,0.1874915732632247
745,1.0,2024-01-02,signup,8,False,SPLUQDKFMN,0.060205818005023906,0.2716118257471572,0.5625789890982782,0.9843307596319296
758,1.0,2024-01-02,signup,8,True,WYRHXLWMAY,0.061259217243335225,0.8323676088775697,0.3432392522167085,0.4687289331580617
759,1.0,2024-01-15,signup,9,True,WQCXHPIDID,0.06134024795397456,0.15946066912107465,0.28030763973875983,0.7030933997370926
762,0.0,2024-01-03,signup,4,False,AORSCBDFWI,0.06158334008589256,0.3837629823732397,0.29187767964534306,0.1406186799474185
771,1.0,2024-01-01,signup,3,True,GQAPHMNXBK,0.06231261648164654,0.3837629823732397,0.5297638782668939,1.0
774,1.0,2024-01-17,signup,5,False,BZJCNBMXML,0.06255570861356453,0.3837629823732397,0.8198891797925323,0.9374578663161235
776,0.0,2024-01-10,signup,7,True,RDPYIQZBMC,0.0627177700348432,0.6080652956254047,0.14736935936392115,0.3281102532106432
779,1.0,2024-01-08,signup,6,False,MFQNWOZXMS,0.0629608621667612,0.6080652956254047,0.5299979055038309,0.6093476131054802
781,1.0,2024-01-07,signup,1,True,OYYQXPXEKZ,0.06312292358803986,0.6080652956254047,0.5227242828117675,0.5624747197896741
786,1.0,2024-01-31,signup,6,False,HSJVHVITCA,0.06352807714123652,0.4959141389993222,0.6416515443531625,0.5624747197896741
789,1.0,2024-01-01,signup,8,True,JXWKANDJCR,0.06377116927315452,0.7202164522514871,0.6659463863747903,0.5624747197896741
791,1.0,2024-01-03,signup,4,False,RCHBBHXNVX,0.06393323069443319,0.3837629823732397,0.5009020021407471,0.8905849730003174
794,0.0,2024-01-05,signup,5,False,CMNXJCHIIP,0.06417632282635118,0.4959141389993222,0.6995192369190604,0.9843307596319296
797,1.0,2024-01-21,signup,9,True,GDMEBGLZFE,0.06441941495826918,0.2716118257471572,0.46501117296959293,1.0
802,1.0,2024-01-08,signup,7,False,LBIFWPYBWF,0.06482456851146584,0.7202164522514871,0.8016432918230572,0.9374578663161235
807,1.0,2024-01-04,signup,5,False,UJKCVSBKNM,0.0652297220646625,0.4959141389993222,0.4653468435186747,0.796839186368705
813,1.0,2024-01-28,signup,5,False,IYNCYSMWUV,0.0657159063284985,0.3837629823732397,0.5578032622754749,1.0
816,1.0,2024-01-19,signup,9,True,YLCEHNZABA,0.06595899846041649,0.3837629823732397,0.4310516205178603,0.4687289331580617
821,0.0,2024-01-17,signup,2,False,SSZDSRLDJP,0.06636415201361315,0.7202164522514871,0.32982901546529275,0.09374578663161233
831,0.0,2024-01-06,signup,1,True,HIGFFFZBXL,0.06717445912000648,0.2716118257471572,0.3583278603256219,0.09374578663161233
835,0.0,2024-01-18,signup,5,False,XOKTNESPEO,0.06749858196256381,0.3837629823732397,0.5600874725514422,0.09374578663161233
836,1.0,2024-01-18,signup,6,True,EJFQSWZBJA,0.06757961267320314,0.15946066912107465,0.47775735149698884,0.3281102532106432
838,1.0,2024-01-10,signup,7,False,VPYDBZVHTE,0.0677416740944818,0.4959141389993222,0.6412344189817287,0.7030933997370926
839,1.0,2024-01-05,signup,5,False,SAAFCDSWCC,0.06782270480512113,0.7202164522514871,0.3264710241263362,0.9843307596319296
842,0.0,2024-01-23,signup,9,True,MHZLKADZAW,0.06806579693703914,0.15946066912107465,0.6886741479060712,0.1874915732632247
850,0.0,2024-01-23,signup,2,False,LYWGSLNBTH,0.06871404262215379,0.2716118257471572,0.4829047569881171,0.1874915732632247
860,1.0,2024-01-27,signup,2,False,FOUNMYYFHQ,0.06952434972854711,1.0,1.0,0.6562205064212865
865,1.0,2024-01-06,signup,2,False,YTNTDRSNDE,0.06992950328174377,0.2716118257471572,0.29268974993362207,0.23436446657903082
866,0.0,2024-01-13,signup,2,True,JMTGMQDPTP,0.0700105339923831,0.047309512494992156,0.37170655199872504,0.04687289331580617
870,0.0,2024-01-22,signup,6,False,MHCYGCCQFU,0.07033465683494043,0.047309512494992156,0.5451972347711562,0.09374578663161233
